Wall time,Step,Value
1664337482.295085,5,13.452658653259277
1664337489.066522,6,10.741819381713867
1664337530.824856,12,9.160694122314453
1664337558.885907,16,10.124316215515137
1664337565.924374,17,10.279277801513672
1664337587.268258,20,12.948302268981934
1664337594.195185,21,10.008572578430176
1664337601.361523,22,10.604154586791992
1664337615.191596,24,9.007150650024414
1664337622.154157,25,10.941204071044922
1664337643.666391,28,10.066408157348633
1664337650.818448,29,7.488239765167236
1664337694.485283,35,10.06743335723877
1664337730.814291,40,8.389547348022461
1664337745.499882,42,8.281513214111328
1664338315.995985,49,8.845075607299805
1664338323.364422,50,8.02556324005127
1664338330.405078,51,8.787017822265625
1664338345.036989,53,6.996538162231445
1664338366.847808,56,10.444918632507324
1664338388.648861,59,10.618693351745605
1664338410.255174,62,8.949389457702637
1664338417.278926,63,6.718095779418945
1664338424.69318,64,9.766105651855469
1664338431.679091,65,8.48508071899414
1664338446.139073,67,10.438159942626953
1664338453.121835,68,7.828066349029541
1664338459.948887,69,7.460123062133789
1664338466.92292,70,6.867674827575684
1664338481.169109,72,8.499372482299805
1664338488.614589,73,12.696392059326172
1664338531.312186,79,9.259916305541992
1664338545.991821,81,10.372995376586914
1664338553.403324,82,8.851076126098633
1664338568.088647,84,8.448310852050781
1664338589.726042,87,9.699230194091797
1664338617.98483,91,7.872791290283203
1664338625.224122,92,9.75990104675293
1664339217.532313,101,8.546639442443848
1664339225.029622,102,8.063937187194824
1664339246.378738,105,9.23336410522461
1664339268.103618,108,8.24289321899414
1664339275.220779,109,7.909691333770752
1664339290.070345,111,10.11019515991211
1664339339.828611,118,6.804599761962891
1664339374.970706,123,7.452446937561035
1664339402.718697,127,7.308234214782715
1664339409.80521,128,8.89607048034668
1664339424.596549,130,8.687612533569336
1664339439.009364,132,6.373264312744141
1664339446.390607,133,9.685454368591309
1664339482.308486,138,9.673885345458984
1664339489.329529,139,7.543161392211914
1664340076.99682,146,7.760751724243164
1664340091.421618,148,7.203974723815918
1664340098.450046,149,8.697002410888672
1664340119.760874,152,10.28028678894043
1664340169.972414,159,9.220067024230957
1664340184.223022,161,7.724053382873535
1664340191.2626,162,7.290884971618652
1664340205.489909,164,8.705360412597656
1664340219.929457,166,10.674765586853027
1664340262.430239,172,9.491161346435547
1664340269.470842,173,7.9664154052734375
1664340276.565815,174,7.697136402130127
1664340297.554503,177,7.670401096343994
1664340304.692255,178,7.99319314956665
1664340311.644412,179,8.411632537841797
1664340318.85416,180,9.929777145385742
1664340340.526162,183,8.987560272216797
1664340362.045841,186,9.15353012084961
1664340369.330556,187,10.717326164245605
1664340376.912191,188,8.586311340332031
1664340926.87455,192,7.2560272216796875
1664340934.080586,193,7.6746931076049805
1664340941.35858,194,7.725096702575684
1664340963.126718,197,6.957618713378906
1664340991.775051,201,9.45916748046875
1664340999.016513,202,9.344768524169922
1664341013.580264,204,6.975539207458496
1664341020.814149,205,9.599899291992188
1664341027.952496,206,8.116067886352539
1664341035.508619,207,10.740190505981445
1664341049.622473,209,8.234591484069824
1664341063.793933,211,8.72436237335205
1664341077.931982,213,7.352058410644531
1664341091.889544,215,10.78836727142334
1664341106.035978,217,11.288835525512695
1664341113.07392,218,8.225317001342773
1664341134.469848,221,8.71984577178955
1664341141.665275,222,9.451151847839355
1664341148.649747,223,7.714046478271484
1664341155.615448,224,8.049480438232422
1664341169.356326,226,7.080268859863281
1664341205.658906,231,8.122689247131348
1664341789.259248,239,6.881118297576904
1664341796.780077,240,10.104118347167969
1664341803.901277,241,7.400388240814209
1664341818.199531,243,7.6947784423828125
1664341825.465481,244,8.243551254272461
1664341840.157787,246,8.438608169555664
1664341847.328076,247,7.489617824554443
1664341854.323683,248,6.705004692077637
1664341861.493075,249,7.940584182739258
1664341897.942454,254,7.621283531188965
1664341905.0727,255,9.64988899230957
1664341912.426335,256,10.976142883300781
1664341940.827813,260,7.531635284423828
1664341948.236492,261,10.078777313232422
1664341955.241081,262,6.932607173919678
1664341969.578122,264,9.121118545532227
1664342026.570389,272,9.859644889831543
1664342033.612323,273,7.882585525512695
1664342055.176805,276,6.544187545776367
1664342069.35242,278,7.171372413635254
1664342083.997925,280,9.162932395935059
1664342098.279465,282,8.813526153564453
1664342639.482788,284,8.911355018615723
1664342646.915541,285,10.379558563232422
1664342661.252563,287,8.853007316589355
1664342675.916665,289,10.744552612304688
1664342683.217888,290,7.877737522125244
1664342697.792003,292,9.748001098632812
1664342733.220328,297,8.352300643920898
1664342740.313456,298,7.521769046783447
1664342747.352504,299,7.69370698928833
1664342754.417078,300,6.942714691162109
1664342811.083787,308,9.139681816101074
1664342824.960075,310,7.436842918395996
1664342832.219536,311,8.95135498046875
1664342853.349416,314,8.170658111572266
1664342881.42278,318,8.06085205078125
1664342895.841334,320,7.770317077636719
1664342903.139556,321,7.655889987945557
1664342924.710137,324,7.305468559265137
1664342939.209896,326,8.643705368041992
1664343493.968826,331,10.208574295043945
1664343508.824694,333,9.664976119995117
1664343516.023325,334,7.820688247680664
1664343552.130439,339,8.608366012573242
1664343559.513769,340,7.9527764320373535
1664343573.755575,342,8.116989135742188
1664343594.953058,345,9.850942611694336
1664343609.323772,347,7.616330146789551
1664343616.563926,348,8.86941909790039
1664343644.939918,352,7.860537528991699
1664343659.259261,354,8.094426155090332
1664343666.345542,355,9.455921173095703
1664343673.440339,356,8.267597198486328
1664343702.339436,360,8.766956329345703
1664343730.546467,364,7.574583530426025
1664343737.788132,365,7.815165996551514
1664343745.099584,366,8.415752410888672
1664343752.330213,367,7.124843597412109
1664343759.559879,368,9.377470016479492
1664343766.827473,369,8.468962669372559
1664343816.977429,376,6.525969505310059
1664344365.74089,379,8.028559684753418
1664344373.227282,380,8.077838897705078
1664344431.219452,388,9.108030319213867
1664344459.662143,392,7.154788494110107
1664344466.925074,393,7.068455696105957
1664344473.982401,394,7.744586944580078
1664344481.057961,395,7.351131916046143
1664344488.2949,396,8.729771614074707
1664344509.694559,399,7.291330814361572
1664344544.767452,404,8.295133590698242
1664344559.095645,406,10.01296615600586
1664344587.471742,410,8.996086120605469
1664344594.677501,411,9.544240951538086
1664344622.897609,415,9.333168029785156
1664344630.132157,416,7.278844356536865
1664344637.304044,417,7.315121650695801
1664344658.880501,420,8.354122161865234
1664344680.472973,423,9.674388885498047
1664344687.619338,424,8.55673599243164
1664345230.090587,427,7.49627161026001
1664345237.266016,428,6.3972392082214355
1664345265.818145,432,8.804924011230469
1664345272.92724,433,8.462080001831055
1664345301.900235,437,8.482254028320312
1664345309.209814,438,8.829183578491211
1664345316.508306,439,7.825887680053711
1664345330.58644,441,6.683993339538574
1664345337.535645,442,6.7260847091674805
1664345344.402334,443,7.571556091308594
1664345358.526845,445,8.835169792175293
1664345365.677158,446,8.713873863220215
1664345372.81599,447,7.960331916809082
1664345379.898733,448,8.69451904296875
1664345407.978853,452,6.90147066116333
1664345415.274081,453,8.181303024291992
1664345422.170581,454,8.161336898803711
1664345429.323862,455,10.959211349487305
1664345436.247198,456,7.078611373901367
1664345450.263499,458,8.400093078613281
1664345464.403545,460,7.535210609436035
1664345478.869223,462,9.834247589111328
1664345485.563244,463,6.76029634475708
1664345513.911323,467,6.841209411621094
1664345521.016354,468,8.138969421386719
1664345535.138778,470,6.2781081199646
1664346084.297362,472,8.168539047241211
1664346114.392066,476,10.227842330932617
1664346121.372933,477,8.354837417602539
1664346143.318834,480,8.477185249328613
1664346150.489055,481,7.991110801696777
1664346157.658207,482,7.497456073760986
1664346164.865022,483,7.572271347045898
1664346179.285653,485,10.5697603225708
1664346186.638525,486,9.984410285949707
1664346207.716486,489,6.902851104736328
1664346214.862726,490,7.213431358337402
1664346221.926766,491,8.30961799621582
1664346236.005111,493,7.660792350769043
1664346257.245511,496,9.123618125915527
1664346285.466727,500,8.538542747497559
1664346313.811912,504,8.060416221618652
1664346320.804121,505,7.1594743728637695
1664346342.166149,508,8.387147903442383
1664346363.681139,511,6.894375801086426
1664346370.820588,512,7.373028755187988
1664346377.796261,513,6.694875240325928
1664346384.865728,514,6.99271821975708
1664346392.082948,515,9.238836288452148
1664346399.363684,516,6.949455738067627
1664346949.823337,519,11.072996139526367
1664346957.16153,520,6.84876823425293
1664346964.365262,521,8.07670783996582
1664346971.639821,522,7.997550010681152
1664346993.047821,525,7.388842582702637
1664347043.929009,532,9.510453224182129
1664347065.41974,535,8.412775993347168
1664347072.564149,536,7.934924602508545
1664347086.88673,538,7.443044662475586
1664347093.669364,539,6.713099479675293
1664347100.584982,540,6.464639663696289
1664347107.770833,541,8.4260892868042
1664347114.76982,542,7.25035285949707
1664347129.020411,544,10.274605751037598
1664347143.232986,546,8.373636245727539
1664347156.993144,548,7.309487819671631
1664347164.0069,549,7.250771522521973
1664347185.160593,552,6.710519313812256
1664347198.899659,554,7.224214553833008
1664347219.883726,557,7.421632289886475
1664347227.693457,558,10.33617115020752
1664347270.074593,564,8.278542518615723
1664347277.075821,565,7.778653144836426
1664347816.522683,566,8.006256103515625
1664347846.325314,570,9.18887996673584
1664347867.881411,573,8.766820907592773
1664347882.18782,575,6.107645034790039
1664347903.742386,578,6.563349723815918
1664347932.244489,582,8.796407699584961
1664347960.382045,586,7.990328311920166
1664347967.384928,587,8.343125343322754
1664347974.39237,588,7.320767879486084
1664347988.499624,590,9.312566757202148
1664348002.933863,592,7.837306976318359
1664348009.958521,593,7.941040515899658
1664348017.018627,594,7.80643892288208
1664348031.373555,596,8.326925277709961
1664348045.246906,598,7.707352638244629
1664348052.571193,599,8.874322891235352
1664348059.532529,600,7.242417335510254
1664348066.344329,601,6.939745903015137
1664348080.958883,603,7.234484672546387
1664348088.237927,604,8.368953704833984
1664348095.349045,605,7.554512023925781
1664348109.632069,607,6.539940357208252
1664348131.417766,610,8.409524917602539
1664348145.305286,612,8.636062622070312
1664348693.588903,615,8.316557884216309
1664348700.836928,616,8.218606948852539
1664348715.232296,618,7.602252960205078
1664348729.645378,620,7.838046073913574
1664348744.346937,622,8.330631256103516
1664348758.600223,624,5.7101969718933105
1664348766.142404,625,8.80571174621582
1664348787.713666,628,8.168798446655273
1664348801.977552,630,6.987453460693359
1664348808.909887,631,7.0686492919921875
1664348837.815722,635,8.611695289611816
1664348865.961579,639,7.328084945678711
1664348887.4646,642,9.161297798156738
1664348894.56922,643,8.073051452636719
1664348901.581453,644,7.148841857910156
1664348909.02899,645,8.143199920654297
1664348916.208171,646,6.915511131286621
1664348952.354452,651,5.904913425445557
1664348966.729177,653,8.310708999633789
1664348973.933093,654,8.855671882629395
1664348980.699003,655,7.820064544677734
1664348987.694002,656,7.100993633270264
1664348994.777144,657,7.770415782928467
1664349547.704536,660,8.194526672363281
1664349562.834035,662,9.466848373413086
1664349613.085331,669,7.201659202575684
1664349634.438418,672,7.265653610229492
1664349670.42698,677,7.572604656219482
1664349677.73789,678,8.641227722167969
1664349684.955977,679,7.5201497077941895
1664349706.6997,682,6.872570514678955
1664349720.980211,684,8.10334587097168
1664349728.263445,685,8.645971298217773
1664349735.259783,686,7.9347381591796875
1664349756.665006,689,7.356250762939453
1664349791.354565,694,7.351437091827393
1664349805.24953,696,6.742821216583252
1664349819.001799,698,7.910734176635742
1664349826.162741,699,7.741912841796875
1664349840.768695,701,7.471020221710205
1664349862.101394,704,7.3790998458862305
1664349869.157817,705,7.545980930328369
1664350407.043662,707,6.863818645477295
1664350435.980071,711,7.578731536865234
1664350443.185944,712,7.437243461608887
1664350457.661116,714,7.758713722229004
1664350479.48792,717,9.507584571838379
1664350493.861486,719,8.611577987670898
1664350515.392423,722,9.255210876464844
1664350522.460712,723,5.606411933898926
1664350536.678783,725,7.027111530303955
1664350550.648125,727,6.102038383483887
1664350558.158542,728,8.909543991088867
1664350572.278552,730,6.962296485900879
1664350579.364558,731,8.454347610473633
1664350593.713469,733,8.943778991699219
1664350600.70361,734,7.775176048278809
1664350607.678832,735,8.900531768798828
1664350642.810762,740,6.943889617919922
1664350671.205498,744,7.62145471572876
1664350678.133692,745,7.434121131896973
1664350685.449697,746,8.379337310791016
1664351295.242944,757,7.647998332977295
1664351302.358616,758,6.655068397521973
1664351316.581209,760,7.525501251220703
1664351352.203498,765,6.920890808105469
1664351359.449058,766,8.162769317626953
1664351366.649127,767,9.893856048583984
1664351387.974822,770,8.702299118041992
1664351395.083597,771,7.458256721496582
1664351416.428068,774,7.366247177124023
1664351437.438833,777,6.2792792320251465
1664351444.481972,778,7.3522772789001465
1664351458.362572,780,6.619106769561768
1664351465.411862,781,7.384339332580566
1664351472.349045,782,6.284607887268066
1664351479.22221,783,7.47105598449707
1664351486.440239,784,8.153791427612305
1664351529.032595,790,7.658600807189941
1664351550.953575,793,8.893939018249512
1664351565.173642,795,6.917550086975098
1664351579.247073,797,7.460178375244141
1664352136.63681,801,7.371528625488281
1664352173.68276,806,6.945316791534424
1664352180.79107,807,5.904568672180176
1664352187.753091,808,5.3000993728637695
1664352194.717988,809,6.578078269958496
1664352216.192731,812,8.14487075805664
1664352273.008976,820,7.128460884094238
1664352280.185555,821,7.846814155578613
1664352294.807274,823,7.7040629386901855
1664352309.305565,825,7.946489334106445
1664352330.531319,828,7.046886444091797
1664352337.551669,829,6.741159439086914
1664352344.620312,830,7.199840068817139
1664352372.612287,834,6.852683067321777
1664352380.0592,835,9.448110580444336
1664352394.633867,837,7.780979633331299
1664352401.667431,838,6.601474285125732
1664352408.850914,839,7.341378211975098
1664352423.493542,841,7.883760452270508
1664352431.008788,842,9.840368270874023
1664352452.508131,845,8.465838432312012
1664352467.127557,847,8.326827049255371
1664353029.990847,852,7.148441314697266
1664353037.663624,853,7.668003559112549
1664353059.613196,856,7.360213279724121
1664353081.362384,859,7.742353916168213
1664353102.303414,862,6.300261497497559
1664353116.421325,864,7.424681663513184
1664353137.262388,867,6.000102519989014
1664353144.22492,868,6.532837390899658
1664353172.39442,872,6.547258377075195
1664353179.258232,873,7.330114841461182
1664353272.036007,886,10.258060455322266
1664353279.209317,887,7.7376298904418945
1664353286.56858,888,7.899946212768555
1664353301.008632,890,9.34609603881836
1664353315.203382,892,6.706136703491211
1664353329.739124,894,7.308696746826172
1664353876.866375,897,7.097278118133545
1664353891.483836,899,8.612451553344727
1664353898.69643,900,6.604300022125244
1664353920.405364,903,6.238260269165039
1664353927.480901,904,6.463521957397461
1664353941.988195,906,8.220657348632812
1664353963.530275,909,6.30113410949707
1664353970.592397,910,6.529338359832764
1664353984.644629,912,6.699613571166992
1664353991.747892,913,7.11850643157959
1664354013.359557,916,7.244748115539551
1664354041.855851,920,7.028454780578613
1664354049.597462,921,7.0384440422058105
1664354064.108454,923,6.36267614364624
1664354078.452285,925,7.374625205993652
1664354107.218534,929,5.883759498596191
1664354114.588279,930,8.422194480895996
1664354128.875259,932,6.025519847869873
1664354136.216182,933,7.517845153808594
1664354143.52815,934,7.030698299407959
1664354150.686636,935,8.153721809387207
1664354165.237344,937,7.337348937988281
1664354193.88009,941,5.742368698120117
1664354748.499629,943,8.514776229858398
1664354755.706589,944,6.809028625488281
1664354777.338341,947,6.566383361816406
1664354806.558596,951,9.140396118164062
1664354828.014115,954,6.644074440002441
1664354849.538516,957,6.58583402633667
1664354856.630697,958,5.9806132316589355
1664354885.406995,962,6.632855415344238
1664354899.671183,964,6.313480377197266
1664354906.762167,965,6.581134796142578
1664354920.954619,967,6.785655975341797
1664354934.753688,969,6.569574356079102
1664354941.772001,970,6.054803848266602
1664354963.055555,973,6.965744972229004
1664354999.641621,978,7.355118274688721
1664355014.094245,980,7.202098846435547
1664355021.099008,981,6.721616744995117
1664355035.372633,983,7.531201362609863
1664355043.026498,984,8.600828170776367
1664355071.655751,988,7.018726825714111
1664355628.822793,992,7.438128471374512
1664355643.527693,994,7.415305137634277
1664355657.973294,996,6.06212043762207
1664355671.990539,998,7.293088912963867
1664355686.619403,1000,6.910651206970215
1664355693.448939,1001,6.137535095214844
1664355714.981941,1004,6.984105110168457
1664355722.162486,1005,7.275763988494873
1664355729.446837,1006,8.329565048217773
1664355743.62988,1008,6.6002197265625
1664355778.944873,1013,7.703945636749268
1664355793.149333,1015,7.749641418457031
1664355807.575431,1017,7.996420860290527
1664355814.75459,1018,7.554542541503906
1664355821.776099,1019,6.344383239746094
1664355857.724754,1024,7.075480937957764
1664355886.407607,1028,7.994678497314453
1664355900.791958,1030,7.121548175811768
1664355907.610552,1031,7.010599136352539
1664356474.764688,1037,7.347935676574707
1664356482.132222,1038,6.927215099334717
1664356489.461474,1039,8.086989402770996
1664356496.782215,1040,7.347226142883301
1664356504.307664,1041,7.157370090484619
1664356533.017342,1045,7.507724285125732
1664356547.136999,1047,6.89518404006958
1664356554.19266,1048,6.379755973815918
1664356597.541314,1054,6.9369425773620605
1664356604.559143,1055,8.262262344360352
1664356625.974314,1058,8.122296333312988
1664356639.918522,1060,7.07648229598999
1664356647.095659,1061,6.694132328033447
1664356654.429923,1062,7.638069152832031
1664356668.854535,1064,7.53174352645874
1664356690.379693,1067,5.945329666137695
1664356704.50048,1069,6.268886566162109
1664356718.599667,1071,7.086075782775879
1664356725.633735,1072,7.373356342315674
1664356732.989049,1073,6.631621837615967
1664356740.254735,1074,6.862319469451904
1664356747.318896,1075,8.108951568603516
1664356754.460172,1076,6.709166049957275
1664356775.655193,1079,6.756747722625732
1664356782.717285,1080,6.55478572845459
1664356796.772781,1082,5.319074630737305
1664357332.31454,1083,6.905200958251953
1664357339.567442,1084,6.465035915374756
1664357361.477013,1087,8.0144624710083
1664357368.926664,1088,7.185720920562744
1664357376.212837,1089,7.083366394042969
1664357404.876323,1093,6.636368274688721
1664357454.770274,1100,6.117408275604248
1664357468.720834,1102,6.739812850952148
1664357482.881822,1104,5.458005905151367
1664357489.995501,1105,7.010476112365723
1664357497.193711,1106,8.475071907043457
1664357518.173251,1109,6.829108238220215
1664357532.660797,1111,7.038855075836182
1664357546.466054,1113,6.315821170806885
1664357553.62423,1114,8.26642894744873
1664357567.642971,1116,6.625272750854492
1664357602.830186,1121,8.641265869140625
1664357617.105848,1123,7.264890670776367
1664357624.467131,1124,7.424934387207031
1664357646.234973,1127,7.922443389892578
1664357653.335459,1128,7.876049041748047
1664358205.011814,1130,7.849210262298584
1664358212.265521,1131,5.931271076202393
1664358219.710354,1132,7.608401775360107
1664358226.843859,1133,5.881779193878174
1664358234.125747,1134,7.665747165679932
1664358248.752178,1136,6.216609001159668
1664358256.283431,1137,8.151025772094727
1664358263.686911,1138,6.490928649902344
1664358284.983449,1141,6.364107608795166
1664358306.112477,1144,7.1474456787109375
1664358327.588792,1147,7.174806118011475
1664358334.609709,1148,5.193513870239258
1664358348.91538,1150,7.873204231262207
1664358363.174548,1152,7.550497055053711
1664358370.38928,1153,6.022311210632324
1664358377.526032,1154,6.339480400085449
1664358384.44059,1155,7.261913299560547
1664358434.033989,1162,7.135712146759033
1664358448.105557,1164,6.414803504943848
1664358462.748978,1166,5.989249229431152
1664358477.149592,1168,6.021142482757568
1664358484.416682,1169,8.742094039916992
1664358527.483077,1175,6.261957168579102
1664358534.480487,1176,6.510910987854004
1664359087.459625,1178,6.231383800506592
1664359094.883177,1179,7.250795841217041
1664359102.166076,1180,7.159341335296631
1664359131.262494,1184,6.9827961921691895
1664359145.370241,1186,6.126629829406738
1664359159.710385,1188,6.983192443847656
1664359174.355001,1190,7.828868865966797
1664359181.402227,1191,6.328727722167969
1664359188.255358,1192,6.128596305847168
1664359209.615058,1195,7.773378372192383
1664359216.689897,1196,6.996364116668701
1664359223.781161,1197,7.945237159729004
1664359238.447817,1199,7.817054748535156
1664359245.624936,1200,6.698076248168945
1664359267.072248,1203,7.881587982177734
1664359295.501988,1207,6.042727470397949
1664359303.034931,1208,9.455850601196289
1664359310.224193,1209,7.445168495178223
1664359324.289614,1211,5.930934906005859
1664359352.129018,1215,6.946183681488037
1664359359.62091,1216,8.834184646606445
1664359366.719062,1217,7.049131393432617
1664359388.226083,1220,5.762679100036621
1664359963.787744,1225,6.866513252258301
1664359978.401187,1227,5.500105857849121
1664360007.322314,1231,7.049566745758057
1664360029.052297,1234,5.522215843200684
1664360035.995563,1235,6.683259010314941
1664360072.340913,1240,8.508174896240234
1664360086.735887,1242,7.115475177764893
1664360093.931908,1243,7.630822658538818
1664360101.137845,1244,7.252236366271973
1664360108.352388,1245,7.383441925048828
1664360115.608704,1246,7.385237693786621
1664360129.803074,1248,6.793905735015869
1664360151.241645,1251,7.066706657409668
1664360158.268287,1252,6.752792835235596
1664360165.324126,1253,5.698584079742432
1664360172.57351,1254,6.042283058166504
1664360187.278619,1256,7.066788673400879
1664360201.624506,1258,6.664304733276367
1664360208.73461,1259,5.559452533721924
1664360230.044917,1262,7.045259475708008
1664360237.202459,1263,6.076406478881836
1664360279.635142,1269,5.171847820281982
1664360834.580437,1273,5.030943870544434
1664360870.98873,1278,7.392640590667725
1664360877.93465,1279,5.276942729949951
1664360884.98108,1280,5.477651596069336
1664360913.591007,1284,7.334281921386719
1664360935.299699,1287,8.392074584960938
1664360970.281662,1292,6.614081382751465
1664360991.733691,1295,7.412205696105957
1664361027.532288,1300,6.815810203552246
1664361034.308039,1301,6.314090251922607
1664361055.819093,1304,6.161184787750244
1664361084.75188,1308,7.619460105895996
1664361113.253102,1312,6.047022819519043
1664361149.183505,1317,6.411025047302246
1664361716.387439,1322,7.099218368530273
1664361730.907382,1324,6.055531978607178
